"CCODE" "COUNTRY" "YEAR" "RENT" "NETOIL" "INCOME" "INCOMENO" "REGIONPO" "REGIONFH" "MUSLIM" "DEMSCORE" "POLITY" "POPULATI" "ELF85D" "ELF85G" "CATHOLIC" "PROTESTA" "ECONFREE" "GDPPC" "GDPPP" "TRADE" "GEO"
"447" 820 "Malaysia" 1996 0.121 0.041 8.928243 7542 6.559998 4.4375 0.477 5 7.8 16.86617 0.719 0.719 0.032 0.029 2.68 3763.339 8215.16 181.7663 "Asia"
"448" 820 "Malaysia" 1997 0.136 0.04 8.973858 7894 6.640002 4.8125 0.477 5 7.8 16.8913 0.719 0.719 0.032 0.029 2.8 3938.128 8660.82 185.6651 "Asia"
"449" 820 "Malaysia" 1998 0.155 0.037 8.873888 7143 6.36 4.6875 0.477 4 7.8 16.9147 0.719 0.719 0.032 0.029 2.59 3559.648 7832.767 209.4922 "Asia"
"450" 820 "Malaysia" 1999 NA 0.047 8.906665 7381 6.84 5.0625 0.477 4 8.4 16.93832 0.719 0.719 0.032 0.029 2.64 3689.875 8265.851 217.5709 "Asia"
"451" 432 "Mali" 1995 0 NA 6.230482 508 NA NA 0.81 9 10.2 16.07936 0.833 0.767 0.011 0.007 3.48 185.4918 700.0663 57.34991 "Africa"
"452" 432 "Mali" 1996 0 NA 6.238325 512 6 4.869565 0.81 10 10.2 16.10318 0.833 0.767 0.011 0.007 3.39 186.3761 703.2869 55.78542 "Africa"
"453" 432 "Mali" 1997 0 0 6.280396 534 6 4.869565 0.81 8 9.6 16.12704 0.833 0.767 0.011 0.007 3.45 193.6683 732.6254 62.87494 "Africa"
"454" 432 "Mali" 1998 0 NA 6.289716 539 5.79 4.826087 0.81 8 9.6 16.15092 0.833 0.767 0.011 0.007 3.28 199.81 754.3809 60.03294 "Africa"
"455" 432 "Mali" 1999 0 NA 6.320768 556 5.740541 5.173913 0.81 8 8.4 16.17482 0.833 0.767 0.011 0.007 3.19 207.3935 781.2563 64.63841 "Africa"
"456" 435 "Mauritania" 1995 0.097 0 6.790097 889 NA NA 0.99 2 2.4 14.66095 0.319 0.317 0.003 0 NA 371.6525 1683.081 108.6484 "Africa"
"457" 435 "Mauritania" 1996 0.293 0 6.81564 912 6.21081 5.021739 0.99 2 2.4 14.68862 0.319 0.317 0.003 0 3.88 373.8936 1694.164 103.0316 "Africa"
"458" 435 "Mauritania" 1997 0.314 NA 6.820016 916 6.199998 5.043478 0.99 2 2.4 14.71608 0.319 0.317 0.003 0 4.03 373.9303 1689.329 88.12872 "Africa"
"459" 435 "Mauritania" 1998 0.342 NA 6.828712 924 5.97 4.956522 0.99 3 2.4 14.74334 0.319 0.317 0.003 0 3.96 376.4736 1679.75 82.66742 "Africa"
"460" 435 "Mauritania" 1999 0.294 NA 6.841616 936 5.935134 5.282609 0.99 3 2.4 14.77038 0.319 0.317 0.003 0 4 394.5212 1755.206 76.82218 "Africa"
"461" 590 "Mauritius" 1995 0 0 8.828494 6826 NA NA 0.166 11 12 13.93062 0.489 0.489 0.273 0.09 NA 3050.466 7852.758 121.6584 "Africa"
"462" 590 "Mauritius" 1996 0 0 8.873048 7137 5.951351 4.826087 0.166 11 12 13.94126 0.489 0.489 0.273 0.09 NA 3174.744 8199.686 125.6299 "Africa"
"463" 590 "Mauritius" 1997 0 0 8.914761 7441 5.953846 4.847826 0.166 11 12 13.95328 0.489 0.489 0.273 0.09 NA 3320.497 8572.969 127.8823 "Africa"
"464" 590 "Mauritius" 1998 0 0 8.958926 7777 5.73 4.76087 0.166 11 12 13.9637 0.489 0.489 0.273 0.09 NA 3483.237 8980.72 130.7299 "Africa"
"465" 590 "Mauritius" 1999 0 0 8.979795 7941 5.675675 5.108696 0.166 11 12 13.97627 0.489 0.489 0.273 0.09 2.73 3622.029 9330.575 132.3044 "Africa"
"466" 70 "Mexico" 1995 0.257 0.023 8.685923 5919 NA NA 0.003 6 8.4 18.32796 0.219 0.211 0.938 0.031 3.05 4891.604 7618.512 58.0658 "Latin America"
"467" 70 "Mexico" 1996 0.287 0.029 8.720624 6128 9.981816 8.5625 0.003 7 8.4 18.34349 0.219 0.211 0.938 0.031 3.31 5063.813 7849.845 62.09543 "Latin America"
"468" 70 "Mexico" 1997 0.256 0.02 8.771525 6448 10.2 8.875 0.003 7 9.6 18.35803 0.219 0.211 0.938 0.031 3.35 5328.881 8175.269 60.64035 "Latin America"
"469" 70 "Mexico" 1998 0.163 0.01 8.805825 6673 10.17273 8.875 0.003 7 9.6 18.37204 0.219 0.211 0.938 0.031 3.41 5512.592 8453.961 63.48779 "Latin America"
"470" 70 "Mexico" 1999 NA 0.014 8.826441 6812 10.17273 8.9375 0.003 7 9.6 18.38594 0.219 0.211 0.938 0.031 3.3 5647.056 8616.73 63.0998 "Latin America"
"471" 359 "Moldova" 1995 NA 0 NA NA NA NA 0.051 6 10.2 15.28315 0.547 0.547 0.015 0.016 4.1 334.3308 1526.87 107.3038 "Europe"
"472" 359 "Moldova" 1996 NA NA NA NA 10.76923 10.15556 0.051 7 10.2 15.27992 0.547 0.547 0.015 0.016 3.45 317.8246 1382.52 129.1842 "Europe"
"473" 359 "Moldova" 1997 NA 0 NA NA 10.64615 10.13333 0.051 7 10.2 15.27691 0.547 0.547 0.015 0.016 3.6 323.8321 1419.572 129.0735 "Europe"
"474" 359 "Moldova" 1998 NA 0 NA NA 10.75385 10.17778 0.051 8 10.2 15.27366 0.547 0.547 0.015 0.016 3.43 303.6712 1335.797 123.5665 "Europe"
"475" 359 "Moldova" 1999 NA 0 NA NA 10.76923 10.2 0.051 8 9.6 15.2697 0.547 0.547 0.015 0.016 3.44 294.2502 1294.406 119.5061 "Europe"
"476" 712 "Mongolia" 1995 NA NA 7.297768 1477 NA NA 0.043 9 11.4 14.63749 0.349 0.322 0 0.008 3.45 361.9444 1481.491 97.20407 "Asia"
"477" 712 "Mongolia" 1996 NA 0 7.309212 1494 6.319998 4.1875 0.043 9 12 14.65031 0.349 0.322 0 0.008 3.55 365.7408 1490.663 89.00128 "Asia"
"478" 712 "Mongolia" 1997 NA NA 7.336286 1535 6.36 4.5625 0.043 9 12 14.66199 0.349 0.322 0 0.008 3.28 375.9488 1540.478 112.0354 "Asia"
"479" 712 "Mongolia" 1998 NA NA 7.360104 1572 6.079998 4.4375 0.043 9 12 14.67252 0.349 0.322 0 0.008 3.14 385.1514 1559.933 124.1708 "Asia"
"480" 712 "Mongolia" 1999 NA NA 7.380879 1605 6.559998 4.75 0.043 9 12 14.6819 0.349 0.322 0 0.008 3.18 393.8233 1620.015 131.0649 "Asia"
"481" 600 "Morocco" 1995 0.008 0 7.650169 2101 NA NA 0.983 4 1.8 17.08834 0.399 0.399 0.001 0 3.03 1064.137 3201.967 61.33723 "Africa"
"482" 600 "Morocco" 1996 NA 0 7.748029 2317 2.682353 2 0.983 4 1.8 17.1057 0.399 0.399 0.001 0 2.94 1180.51 3529.202 55.91807 "Africa"
"483" 600 "Morocco" 1997 NA 0 7.708411 2227 2.682353 2 0.983 4 1.8 17.12276 0.399 0.399 0.001 0 3.05 1141.036 3401.85 60.2646 "Africa"
"484" 600 "Morocco" 1998 NA NA 7.757479 2339 2.964706 2.055556 0.983 5 2.4 17.13965 0.399 0.399 0.001 0 3.03 1214.583 3589.708 59.73606 "Africa"
"485" 600 "Morocco" 1999 NA NA 7.734121 2285 2.894117 2.055556 0.983 5 2.4 17.15618 0.399 0.399 0.001 0 2.9 1199.761 3534.916 64.06873 "Africa"
"486" 541 "Mozambique" 1995 0.023 0 6.690842 805 NA NA 0.106 7 9.6 16.57679 0.698 0.698 0.161 0.085 4.34 162.226 687.6753 56.64521 "Africa"
"487" 541 "Mozambique" 1996 0.019 0 6.733402 840 6.016218 4.913043 0.106 7 9.6 16.60237 0.698 0.698 0.161 0.085 4.06 168.774 700.0607 49.49996 "Africa"
"488" 541 "Mozambique" 1997 0.015 NA 6.814543 911 6.015384 4.934783 0.106 7 9.6 16.62672 0.698 0.698 0.161 0.085 4.15 182.6832 752.6683 41.93233 "Africa"
"489" 541 "Mozambique" 1998 0.01 NA 6.906755 999 5.79 4.847826 0.106 7 9.6 16.64666 0.698 0.698 0.161 0.085 4.15 201.0157 829.7318 40.27316 "Africa"
"490" 541 "Mozambique" 1999 0.01 NA 6.957498 1051 5.740541 5.195652 0.106 7 9.6 16.66616 0.698 0.698 0.161 0.085 3.95 211.4415 870.6675 52.33614 "Africa"
"491" 775 "Myanmar" 1995 NA NA NA NA NA NA 0.027 0 1.8 17.57385 0.421 0.421 0.013 0.05 NA NA NA NA "Asia"
"492" 775 "Myanmar" 1996 NA NA NA NA 6.96 4.75 0.027 0 1.8 17.58572 0.421 0.421 0.013 0.05 4.4 NA NA NA "Asia"
"493" 775 "Myanmar" 1997 NA NA NA NA 7.039998 5.125 0.027 0 1.8 17.59784 0.421 0.421 0.013 0.05 4.33 NA NA NA "Asia"
"494" 775 "Myanmar" 1998 NA NA NA NA 6.760002 5 0.027 0 1.8 17.6102 0.421 0.421 0.013 0.05 4.31 NA NA NA "Asia"
"495" 775 "Myanmar" 1999 NA NA NA NA 7.240002 5.3125 0.027 0 1.8 17.62281 0.421 0.421 0.013 0.05 4.15 NA NA NA "Asia"
"496" 565 "Namibia" 1995 0.095 NA 7.929126 2777 NA NA 0 9 10.8 14.24924 0.722 0.722 0.168 0.478 NA 1739.188 5650.805 105.155 "Africa"
"497" 565 "Namibia" 1996 0.092 NA 7.924796 2765 5.983784 4.869565 0 9 10.8 14.27483 0.722 0.722 0.168 0.478 NA 1740.318 5788.16 109.1799 "Africa"
"498" 565 "Namibia" 1997 0.151 NA 7.92588 2768 5.984615 4.891304 0 9 10.8 14.29964 0.722 0.722 0.168 0.478 2.8 1759.912 5867.03 105.0624 "Africa"
"499" 565 "Namibia" 1998 NA NA 7.925519 2767 5.76 4.804348 0 9 10.8 14.32367 0.722 0.722 0.168 0.478 2.99 1766.824 5847.052 103.9811 "Africa"
"500" 565 "Namibia" 1999 NA NA 7.932721 2787 5.708108 5.152174 0 9 9.6 14.34692 0.722 0.722 0.168 0.478 2.84 1780.135 6073.986 103.0797 "Africa"
"501" 790 "Nepal" 1995 0 NA 7.069874 1176 NA NA 0.038 7 9 16.8729 0.659 0.659 0 0 NA 200.2328 1180.643 59.49052 "Asia"
"502" 790 "Nepal" 1996 0 NA 7.097549 1209 8.4 3.714286 0.038 7 9 16.89718 0.659 0.659 0 0 3.86 205.7583 1212.637 58.45777 "Asia"
"503" 790 "Nepal" 1997 0 NA 7.122867 1240 7.300002 4.142857 0.038 7 9 16.92105 0.659 0.659 0 0 3.89 211.3527 1245.806 64.03554 "Asia"
"504" 790 "Nepal" 1998 0 NA 7.128496 1247 7.2 4.285714 0.038 7 9 16.94451 0.659 0.659 0 0 3.71 212.4151 1252.275 56.7096 "Asia"
"505" 790 "Nepal" 1999 0 NA 7.143618 1266 7.2 4.714286 0.038 7 9.6 16.96757 0.659 0.659 0 0 3.49 216.8043 1276.897 52.56698 "Asia"
"506" 210 "Netherlands" 1995 NA 0.001 9.537339 13868 NA NA 0.036 12 12 16.55377 0.345 0.345 0.358 0.273 NA 19956 24343.9 108.9557 "Europe"
"507" 210 "Netherlands" 1996 NA 0.001 9.5636 14237 10.72308 10.02222 0.036 12 12 16.55745 0.345 0.345 0.358 0.273 1.94 20487 25165.22 110.0803 "Europe"
"508" 210 "Netherlands" 1997 NA 0 9.594991 14691 10.6 10.02222 0.036 12 12 16.56323 0.345 0.345 0.358 0.273 1.93 21150.73 25822.46 116.2337 "Europe"
"509" 210 "Netherlands" 1998 NA 0.001 9.625161 15141 10.70769 10.06667 0.036 12 12 16.56904 0.345 0.345 0.358 0.273 2.08 21942.73 27538.22 116.4864 "Europe"
"510" 210 "Netherlands" 1999 NA 0 9.653486 15576 10.72308 10.11111 0.036 12 12 16.57584 0.345 0.345 0.358 0.273 2.06 22665.01 27927.22 116.1587 "Europe"
"511" 920 "New Zealand" 1995 0 0 9.449279 12699 NA NA 0.002 12 12 15.11174 0.421 0.421 0.14 0.25 NA 12494.33 18180.93 57.77152 "Oceania"
"512" 920 "New Zealand" 1996 0 0 9.459541 12830 10.5 10.41667 0.002 12 12 15.12765 0.421 0.421 0.14 0.25 1.79 12731.89 18726.18 56.083 "Oceania"
"513" 920 "New Zealand" 1997 0 0 9.46599 12913 10.5 10.41667 0.002 12 12 15.14022 0.421 0.421 0.14 0.25 1.8 12744.73 18521.38 56.29338 "Oceania"
"514" 920 "New Zealand" 1998 0 0 9.458059 12811 10.5 10.33333 0.002 12 12 15.14846 0.421 0.421 0.14 0.25 1.88 12699.82 18166.51 59.14447 "Oceania"
"515" 920 "New Zealand" 1999 0 0 9.496346 13311 10.5 10.25 0.002 12 12 15.15332 0.421 0.421 0.14 0.25 1.76 13287.02 19254.28 62.68556 "Oceania"
"516" 93 "Nicaragua" 1995 0 0 7.093405 1204 NA NA 0 6 10.8 15.30301 0.39 0.39 0.856 0.114 4.08 688.1634 3049.777 53.79224 "Latin America"
"517" 93 "Nicaragua" 1996 0 0 7.112328 1227 9.87273 8.5625 0 8 10.8 15.33021 0.39 0.39 0.856 0.114 3.65 716.0347 3108.436 59.26409 "Latin America"
"518" 93 "Nicaragua" 1997 0 0 7.135687 1256 10.09091 8.84375 0 8 10.8 15.35684 0.39 0.39 0.856 0.114 3.75 729.1804 3098.774 70.94294 "Latin America"
"519" 93 "Nicaragua" 1998 0 0 7.149132 1273 10.11818 8.84375 0 9 10.8 15.38295 0.39 0.39 0.856 0.114 3.68 741.2793 3062.59 69.71709 "Latin America"
"520" 93 "Nicaragua" 1999 0 0 7.192182 1329 10.11818 8.875 0 8 11.4 15.40856 0.39 0.39 0.856 0.114 3.65 777.8965 3216.31 76.61286 "Latin America"
"521" 436 "Niger" 1995 0.057 0 6.049734 424 NA NA 0.904 6 10.8 16.02926 0.682 0.658 0.002 0.001 NA 157.4501 738.6172 41.46613 "Africa"
"522" 436 "Niger" 1996 0.051 0 6.047372 423 5.983784 4.934783 0.904 2 2.4 16.0636 0.682 0.658 0.002 0.001 4.2 157.4635 729.1679 40.40856 "Africa"
"523" 436 "Niger" 1997 0.051 0 6.040255 420 6.199998 5.043478 0.904 2 2.4 16.09818 0.682 0.658 0.002 0.001 4.19 156.3727 725.1004 40.43129 "Africa"
"524" 436 "Niger" 1998 0.042 0 6.104793 448 5.97 4.956522 0.904 2 2.4 16.13259 0.682 0.658 0.002 0.001 4.01 166.8188 770.2136 44.0924 "Africa"
"525" 436 "Niger" 1999 0.038 NA 6.066108 431 5.935134 5.304348 0.904 4 8.4 16.16646 0.682 0.658 0.002 0.001 3.91 160.2369 738.6329 38.28263 "Africa"
"526" 475 "Nigeria" 1995 0.48 NA 6.844815 939 NA NA 0.439 0 2.4 18.52747 0.857 0.857 0.116 0.123 3.38 352.2256 845.6879 86.47217 "Africa"
"527" 475 "Nigeria" 1996 0.463 0.434 6.858565 952 6.21081 5.065217 0.439 1 2.4 18.55605 0.857 0.857 0.116 0.123 3.48 357.9814 845.0099 75.58981 "Africa"
"528" 475 "Nigeria" 1997 0.487 0.402 6.857514 951 6.199998 5.065217 0.439 1 2.4 18.58349 0.857 0.857 0.116 0.123 3.43 358.4633 844.8161 82.7023 "Africa"
"529" 475 "Nigeria" 1998 0.343 0.286 6.849066 943 5.97 4.978261 0.439 4 NA 18.60979 0.857 0.857 0.116 0.123 3.4 356.2816 863.8037 71.59202 "Africa"
"530" 475 "Nigeria" 1999 0.725 0.314 6.834109 929 NA 5.26087 0.439 7 8.4 18.63496 0.857 0.857 0.116 0.123 3.4 351.5933 811.9343 78.0302 "Africa"
"531" 385 "Norway" 1995 0.106 0.129 9.750919 17170 NA NA 0.009 12 12 15.28798 0.064 0.064 0.009 0.943 NA 32076.6 29619.59 69.70499 "Europe"
"532" 385 "Norway" 1996 0.131 0.162 9.793952 17925 10.72308 10.02222 0.009 12 12 15.29279 0.064 0.064 0.009 0.943 2.44 33600.12 30991.06 72.66351 "Europe"
"533" 385 "Norway" 1997 0.153 0.161 9.834513 18667 10.6 10.02222 0.009 12 12 15.29805 0.064 0.064 0.009 0.943 2.44 35158.15 32388.22 74.64487 "Europe"
"534" 385 "Norway" 1998 0.08 0.11 9.848027 18921 10.70769 10.06667 0.009 12 12 15.30436 0.064 0.064 0.009 0.943 2.28 35855.47 32951.58 73.55119 "Europe"
"535" 385 "Norway" 1999 0.072 0.14 9.850456 18967 10.72308 10.11111 0.009 12 12 15.31066 0.064 0.064 0.009 0.943 2.28 36390.48 33570.09 71.36733 "Europe"
"536" 698 "Oman" 1995 0.756 0.389 8.987447 8002 NA NA 0.887 2 0.6 14.57398 0.142 0.142 0.02 0.002 2.7 7729.226 11979.1 79.59149 "Asia"
"537" 698 "Oman" 1996 0.759 0.383 NA NA 2.752941 2.111111 0.887 2 0.6 14.59162 0.142 0.142 0.02 0.002 2.85 7744.151 12040.56 85.57616 "Asia"
"538" 698 "Oman" 1997 0.777 0.367 NA NA 2.752941 2.111111 0.887 2 0.6 14.6291 0.142 0.142 0.02 0.002 2.79 7998.045 12461.95 88.62797 "Asia"
"539" 698 "Oman" 1998 0.738 0.247 NA NA 3.035294 2.166667 0.887 2 0.6 14.64929 0.142 0.142 0.02 0.002 2.74 8016.478 12619.78 91.69423 "Asia"
"540" 698 "Oman" 1999 0.722 NA NA NA 3 2.222222 0.887 2 0.6 14.66907 0.142 0.142 0.02 0.002 2.85 7845.927 12344.12 86.2504 "Asia"
"541" 770 "Pakistan" 1995 0 0 7.299121 1479 NA NA 0.962 6 10.8 18.6226 0.537 0.537 0.007 0.011 3.34 510.4246 1788.557 36.13276 "Asia"
"542" 770 "Pakistan" 1996 0 0 7.312553 1499 8.04 3.857143 0.962 5 10.8 18.6471 0.537 0.537 0.007 0.011 3.26 522.2119 1849.858 38.33013 "Asia"
"543" 770 "Pakistan" 1997 0 0 7.298445 1478 7.000002 4.428571 0.962 5 10.2 18.67111 0.537 0.537 0.007 0.011 3.29 514.9948 1832.756 36.85226 "Asia"
"544" 770 "Pakistan" 1998 0 0 7.299798 1480 7.000002 4.571429 0.962 5 10.2 18.69514 0.537 0.537 0.007 0.011 3.31 515.5869 1836.957 34.01173 "Asia"
"545" 770 "Pakistan" 1999 0 0 7.314553 1502 7.000002 5 0.962 2 2.4 18.71923 0.537 0.537 0.007 0.011 3.5 521.7379 1858.113 32.31996 "Asia"
"546" 95 "Panama" 1995 0.062 0 8.155649 3483 NA NA 0.044 9 11.4 14.78287 0.48 0.211 0.784 0.117 2.7 3469.985 5391.896 198.7668 "Latin America"
"547" 95 "Panama" 1996 0.061 0 8.167352 3524 9.845454 8.46875 0.044 9 11.4 14.79909 0.48 0.211 0.784 0.117 2.55 3495.84 5364.169 165.6097 "Latin America"
"548" 95 "Panama" 1997 0.057 0 8.194506 3621 10.06364 8.8125 0.044 9 11.4 14.81577 0.48 0.211 0.784 0.117 2.49 3647.318 5636.287 175.8102 "Latin America"
"549" 95 "Panama" 1998 0.054 0 8.220673 3717 10.09091 8.8125 0.044 9 11.4 14.83219 0.48 0.211 0.784 0.117 2.5 3837.557 5974.862 160.2836 "Latin America"
"550" 95 "Panama" 1999 0.071 0 8.232706 3762 10.09091 8.875 0.044 11 10.2 14.84905 0.48 0.211 0.784 0.117 2.48 3910.036 6167.708 134.2772 "Latin America"
"551" 910 "Papua New Guinea" 1995 0.171 NA 7.503841 1815 NA NA 0 8 12 15.27436 0.984 0.984 0.293 0.545 NA 689.3145 2475.989 105.6195 "Oceania"
"552" 910 "Papua New Guinea" 1996 0.231 NA 7.555382 1911 6.280002 4.25 0 8 12 15.29732 0.984 0.984 0.293 0.545 3.23 723.8503 2625.27 95.5459 "Oceania"
"553" 910 "Papua New Guinea" 1997 0.205 NA 7.49276 1795 6.36 4.625 0 8 12 15.31992 0.984 0.984 0.293 0.545 3.39 678.2869 2458.111 92.43031 "Oceania"
"554" 910 "Papua New Guinea" 1998 0.133 0 7.432484 1690 6.079998 4.5 0 9 12 15.34217 0.984 0.984 0.293 0.545 3.41 636.8322 2308.148 96.51303 "Oceania"
"555" 910 "Papua New Guinea" 1999 0.115 NA 7.44132 1705 6.559998 4.75 0 9 12 15.36406 0.984 0.984 0.293 0.545 3.44 668.6718 2426.551 97.66541 "Oceania"
"556" 150 "Paraguay" 1995 0 0 7.726213 2267 NA NA 0 7 10.2 15.38994 0.18 0.18 0.909 0.034 2.99 1543.002 4917.043 86.04485 "Latin America"
"557" 150 "Paraguay" 1996 0 0 7.712891 2237 9.9 8.53125 0 7 10.2 15.41591 0.18 0.18 0.909 0.034 2.94 1523.142 4857.467 73.85873 "Latin America"
"558" 150 "Paraguay" 1997 0 0 7.712444 2236 10.11818 8.875 0 7 10.2 15.44181 0.18 0.18 0.909 0.034 2.96 1523.624 4897.448 70.62842 "Latin America"
"559" 150 "Paraguay" 1998 0 0 7.682482 2170 10.14545 8.875 0 7 9.6 15.46782 0.18 0.18 0.909 0.034 3.09 1479.888 4769.97 73.36004 "Latin America"
"560" 150 "Paraguay" 1999 0 0 7.647786 2096 10.17273 8.9375 0 7 9.6 15.49426 0.18 0.18 0.909 0.034 2.95 1450.86 4668.631 59.70229 "Latin America"
"561" 135 "Peru" 1995 NA 0 7.844633 2552 NA NA 0 5 6.6 16.97387 0.51 0.483 0.963 0.056 3.59 1972.022 4582.295 30.70434 "Latin America"
"562" 135 "Peru" 1996 NA 0 7.851661 2570 10.06364 8.59375 0 7 6.6 16.99135 0.51 0.483 0.963 0.056 3.01 1986.059 4581.827 31.20493 "Latin America"
"563" 135 "Peru" 1997 NA 0 7.899525 2696 10.28182 8.875 0 5 6.6 17.00891 0.51 0.483 0.963 0.056 3.08 2085.297 4789.832 32.73994 "Latin America"
"564" 135 "Peru" 1998 NA 0 7.877776 2638 10.30909 8.9375 0 5 6.6 17.02639 0.51 0.483 0.963 0.056 2.91 2035.812 4680.957 32.00266 "Latin America"
"565" 135 "Peru" 1999 NA 0 7.874359 2629 10.30909 9 0 5 7.8 17.04354 0.51 0.483 0.963 0.056 2.61 2019.817 4660.526 32.06903 "Latin America"
"566" 840 "Philippines" 1995 0 0 7.470224 1755 NA NA 0.061 8 10.8 18.04021 0.859 0.746 0.834 0.048 3.35 915.1337 3731.507 80.53854 "Asia"
"567" 840 "Philippines" 1996 0 0 7.504392 1816 6.36 4.25 0.061 9 10.8 18.06277 0.859 0.746 0.834 0.048 3.14 948.1795 3815.864 89.79996 "Asia"
"568" 840 "Philippines" 1997 0 0 7.533694 1870 6.439998 4.5625 0.061 9 10.8 18.0841 0.859 0.746 0.834 0.048 3.06 976.7286 3928.161 108.2503 "Asia"
"569" 840 "Philippines" 1998 0 0 7.506042 1819 6.160002 4.4375 0.061 9 10.2 18.1042 0.859 0.746 0.834 0.048 2.89 951.4387 3791.605 110.9349 "Asia"
"570" 840 "Philippines" 1999 0 0 7.518064 1841 6.679998 4.75 0.061 9 10.2 18.12307 0.859 0.746 0.834 0.048 3.03 964.2426 3835.091 102.7772 "Asia"
"571" 290 "Poland" 1995 0 0 8.399535 4445 NA NA 0 11 11.4 17.46844 0.035 0.035 0.918 0.005 3.51 3361.825 8162.256 45.2432 "Europe"
"572" 290 "Poland" 1996 0 0 8.456806 4707 10.73846 10.04444 0 11 11.4 17.46923 0.035 0.035 0.918 0.005 3.29 3560.729 8578.282 46.91207 "Europe"
"573" 290 "Poland" 1997 0 0 8.521783 5023 10.61539 10.04444 0 11 11.4 17.47006 0.035 0.035 0.918 0.005 3.14 3799.71 9157.289 51.8098 "Europe"
"574" 290 "Poland" 1998 0 0 8.568267 5262 10.72308 10.08889 0 11 11.4 17.47047 0.035 0.035 0.918 0.005 2.91 3980.434 9589.321 57.81727 "Europe"
"575" 290 "Poland" 1999 0 0 8.60886 5480 10.73846 10.13333 0 11 12 17.47016 0.035 0.035 0.918 0.005 2.83 4144.504 9976.117 55.27678 "Europe"
"576" 235 "Portugal" 1995 0 0 9.003685 8133 NA NA 0.002 12 12 16.11077 0.007 0.007 0.917 0.013 2.85 8788.662 15105.54 66.66972 "Europe"
"577" 235 "Portugal" 1996 0 0 9.038484 8421 10.72308 10.02222 0.002 12 12 16.11107 0.007 0.007 0.917 0.013 2.65 9074.881 15660.18 66.26028 "Europe"
"578" 235 "Portugal" 1997 0 0 9.073489 8721 10.6 10.02222 0.002 12 12 16.11258 0.007 0.007 0.917 0.013 2.46 9402.453 16324.61 68.57114 "Europe"
"579" 235 "Portugal" 1998 0 0 9.105202 9002 10.70769 10.06667 0.002 12 12 16.11489 0.007 0.007 0.917 0.013 2.46 9794.318 17016.62 70.50479 "Europe"
"580" 235 "Portugal" 1999 0 0 9.132595 9252 10.72308 10.11111 0.002 12 12 16.11699 0.007 0.007 0.917 0.013 2.36 10121.61 17596.14 69.77871 "Europe"
"581" 694 "Qatar" 1995 0.912 NA NA NA NA NA 0.838 1 0 13.13231 0.758 0.262 0.052 0.007 NA NA NA NA "Asia"
"582" 694 "Qatar" 1996 0.912 NA NA NA 2.788235 2.166667 0.838 1 0 13.15192 0.758 0.262 0.052 0.007 NA NA NA NA "Asia"
"583" 694 "Qatar" 1997 0.912 NA NA NA 2.788235 2.166667 0.838 1 0 13.17115 0.758 0.262 0.052 0.007 NA NA NA NA "Asia"
"584" 694 "Qatar" 1998 0.904 NA NA NA 3.070588 2.222222 0.838 1 0 13.21037 0.758 0.262 0.052 0.007 NA NA NA NA "Asia"
"585" 694 "Qatar" 1999 0.924 NA NA NA 3.035294 2.277778 0.838 2 0 13.24478 0.758 0.262 0.052 0.007 3.06 NA NA NA "Asia"
"586" 360 "Romania" 1995 0 0 7.476472 1766 NA NA 0.012 7 9 16.93704 0.208 0.208 0.144 0.101 3.65 1741.663 6209.627 60.82927 "Europe"
"587" 360 "Romania" 1996 0 0 7.518064 1841 10.8 10.13333 0.012 9 10.8 16.93382 0.208 0.208 0.144 0.101 3.4 1817.334 6488.077 64.71002 "Europe"
"588" 360 "Romania" 1997 0 0 7.452403 1724 10.63077 10.08889 0.012 10 10.8 16.93142 0.208 0.208 0.144 0.101 3.3 1710.511 6111.513 65.4172 "Europe"
"589" 360 "Romania" 1998 0 0 7.404279 1643 10.73846 10.11111 0.012 10 10.8 16.92916 0.208 0.208 0.144 0.101 3.21 1632.285 5839.179 53.27006 "Europe"
"590" 360 "Romania" 1999 0 0 7.374002 1594 10.75385 10.15556 0.012 10 10.2 16.92716 0.208 0.208 0.144 0.101 3.2 1615.93 5786.826 60.86839 "Europe"
"591" 365 "Russia" 1995 NA NA 8.444838 4651 NA NA 0.076 7 8.4 18.81367 0.701 0.701 0.01 0.011 3.6 1618.123 6354.462 55.18376 "Europe"
"592" 365 "Russia" 1996 NA 0.087 8.412943 4505 10.81538 10.13333 0.076 7 8.4 18.81096 0.701 0.701 0.01 0.011 3.7 1564.115 6175.657 47.9231 "Europe"
"593" 365 "Russia" 1997 NA 0.089 8.424859 4559 10.69231 10.13333 0.076 7 8.4 18.80801 0.701 0.701 0.01 0.011 3.83 1590.697 6329.348 47.2572 "Europe"
"594" 365 "Russia" 1998 NA 0.097 8.378161 4351 10.8 10.17778 0.076 6 8.4 18.80458 0.701 0.701 0.01 0.011 3.54 1510.543 6148.976 55.77274 "Europe"
"595" 365 "Russia" 1999 NA 0.073 8.413609 4508 10.81538 10.24444 0.076 5 9 18.80049 0.701 0.701 0.01 0.011 3.65 1613.699 6540.673 69.39376 "Europe"
"596" 517 "Rwanda" 1995 0 NA 6.285998 537 NA NA 0.08 1 2.4 15.67181 0.26 0.115 0.505 0.203 NA 208.9962 950.2696 30.97217 "Africa"
